row_key,user_1,user_2,totalFrames,matchFrames,totalcM,matchcM,matching_segments,data_share_time,gc_time,execution_time,user_1_Snips,user_2_Snips,common_snips,padded_snips
25,5,74,3379,1,3549,5,1,15.426,101.176,116.602,638488,707270,156526,66450
26,6,70,3349,2,3527,10,2,15.362,97.892,113.25399999999999,638486,702541,148739,64509
27,6,71,3365,2,3543,10,2,15.389,98.84,114.229,638486,680545,153085,63875
28,6,72,3372,2,3546,10,2,14.843,99.569,114.412,638486,702443,154692,64316
29,6,73,3379,0,3547,0,0,15.498,100.927,116.42500000000001,638486,707270,156902,66202
30,6,74,3377,2,3546,10,2,15.543,101.59,117.13300000000001,638486,707270,156639,66209
31,7,70,3347,2,3529,10,2,14.934,98.266,113.2,638483,702541,147664,63408
32,7,71,3362,1,3540,5,1,15.182,98.754,113.936,638483,680545,152087,64233
33,7,72,3370,3,3545,11,2,15.69,98.668,114.358,638483,702443,153754,64230
34,7,73,3377,3,3549,11,2,15.244,99.394,114.638,638483,707270,155739,66597
35,7,74,3377,1,3549,5,1,14.76,99.75,114.51,638483,707270,155657,66679
36,8,70,3349,1,3527,5,1,15.291,98.254,113.545,638488,702541,148608,64384
37,8,71,3366,4,3543,20,4,14.731,98.877,113.60799999999999,638488,680545,152941,64019
38,8,72,3373,1,3546,5,1,14.922,99.907,114.829,638488,702443,154530,64222
39,8,73,3378,0,3549,0,0,15.188,102.381,117.569,638488,707270,156533,66827
40,8,74,3377,4,3549,16,3,15.4,102.19,117.59,638488,707270,156467,66765
41,9,70,3349,4,3527,16,3,14.762,98.1,112.862,638492,702541,148605,64131
42,9,71,3364,3,3537,15,3,14.955,100.281,115.236,638492,680545,152928,64416
43,9,72,3372,2,3545,10,2,15.066,99.753,114.819,638492,702443,154500,65148
44,9,73,3381,2,3550,10,2,15.467,101.426,116.893,638492,707270,156698,67174
45,9,74,3379,5,3549,17,3,15.576,101.242,116.81800000000001,638492,707270,156441,66919
46,10,70,3349,4,3527,16,3,14.789,98.297,113.086,638551,702541,148108,63860
47,10,71,3365,3,3542,11,2,14.57,99.783,114.35300000000001,638551,680545,152444,64260
48,10,72,3371,4,3545,16,3,14.85,99.338,114.18799999999999,638551,702443,154023,64089
49,10,73,3377,2,3548,10,2,15.167,101.091,116.258,638551,707270,155988,66476
50,10,74,3376,4,3548,16,3,15.119,99.88,114.999,638551,707270,155922,66158
51,11,70,3348,1,3526,5,1,15.072,98.681,113.753,638486,702541,148484,63996
52,11,71,3364,2,3542,6,1,15.29,99.729,115.019,638486,680545,152849,64111
53,11,72,3371,3,3545,11,2,15.031,98.912,113.94300000000001,638486,702443,154434,64702
54,11,73,3380,2,3550,10,2,15.081,101.249,116.33,638486,707270,156590,66642
55,11,74,3378,1,3549,5,1,15.246,101.253,116.499,638486,707270,156328,66392
56,12,70,3347,3323,3529,3508,35,15.026,98.772,113.798,638483,702541,147621,63067
57,12,71,3362,3,3535,15,3,15.025,99.133,114.158,638483,680545,152037,63387
58,12,72,3368,5,3542,17,3,15.067,99.171,114.238,638483,702443,153605,63099
59,12,73,3379,0,3549,0,0,14.908,100.088,114.996,638483,707270,155694,65106
60,12,74,3377,4,3548,13,2,15.574,99.704,115.27799999999999,638483,707270,155433,65367
61,13,70,3347,2,3526,10,2,14.921,98.393,113.314,638483,702541,147981,64883
62,13,71,3361,1,3538,5,1,15.119,99.503,114.622,638483,680545,152204,63860
63,13,72,3370,0,3545,0,0,15.23,100.325,115.555,638483,702443,153875,64365
64,13,73,3377,2,3548,6,1,15.358,100.092,115.45,638483,707270,155869,65955
65,13,74,3377,1,3548,5,1,15.57,99.829,115.399,638483,707270,155797,65259
66,14,70,3349,1,3527,5,1,15.637,99.136,114.773,638488,702541,148774,64730
67,14,71,3366,3,3543,15,3,15.09,99.379,114.46900000000001,638488,680545,153102,64114
68,14,72,3373,6,3546,22,4,15.512,99.283,114.795,638488,702443,154702,64818
69,14,73,3381,5,3550,13,2,15.217,102.295,117.512,638488,707270,156906,67222
70,14,74,3379,5,3549,17,3,15.125,113.049,128.174,638488,707270,156646,67226
71,15,70,3349,0,3527,0,0,15.473,98.97,114.443,638473,702541,148520,64472
72,15,71,3366,0,3543,0,0,15.584,99.905,115.489,638473,680545,152853,64107
73,15,72,3373,0,3546,0,0,15.384,99.706,115.09,638473,702443,154436,64572
74,15,73,3380,0,3549,0,0,15.943,101.644,117.587,638473,707270,156432,66416
75,15,74,3379,0,3549,0,0,15.876,101.918,117.79400000000001,638473,707270,156375,66985
76,16,70,3347,0,3526,0,0,14.912,99.093,114.00500000000001,638483,702541,148008,63704
77,16,71,3359,0,3534,0,0,15.5,99.367,114.867,638483,680545,152302,64402
78,16,72,3368,1,3543,5,1,14.65,99.194,113.84400000000001,638483,702443,153945,64039
79,16,73,3376,0,3546,0,0,15.766,100.007,115.77300000000001,638483,707270,155903,66305
80,16,74,3375,3,3545,15,3,14.89,101.489,116.379,638483,707270,155817,66135
81,1,90,3416,8,3561,28,5,14.915,97.866,112.781,638500,664448,147298,61726
82,1,91,3402,1,3567,5,1,14.965,93.866,108.831,638500,650429,140616,56120
83,1,92,3409,1,3563,5,1,15.509,95.538,111.047,638500,668961,142373,55643
84,1,93,3409,1,3563,5,1,14.669,95.667,110.336,638500,668961,142373,55643
85,1,94,3416,8,3561,28,5,15.325,98.31,113.635,638500,664448,147298,61726
86,2,90,3415,1,3560,5,1,14.545,97.767,112.312,638483,664448,147365,62299
87,2,91,3402,1,3567,5,1,14.753,95.918,110.671,638483,650429,140624,55216
88,2,92,3409,3,3563,7,1,14.649,95.693,110.342,638483,668961,142384,55760
89,2,93,3409,3,3563,7,1,15.037,95.062,110.099,638483,668961,142384,55760
90,2,94,3415,1,3560,5,1,15.171,98.29,113.46100000000001,638483,664448,147365,62299
91,3,90,3408,1,3565,5,1,15.049,96.701,111.75,638483,664448,144756,59916
92,3,91,3391,4,3564,16,3,13.711,95.041,108.752,638483,650429,137744,53872
93,3,92,3396,5,3563,17,3,13.983,94.456,108.43900000000001,638483,668961,139757,54547
94,3,93,3396,5,3563,17,3,14.045,94.432,108.477,638483,668961,139757,54547
95,3,94,3408,1,3565,5,1,14.841,97.87,112.711,638483,664448,144756,59916
96,4,90,3414,4,3561,20,4,13.755,96.699,110.454,638488,664448,147327,61953
97,4,91,3403,0,3567,0,0,14.93,93.526,108.45599999999999,638488,650429,140619,55733
98,4,92,3408,0,3566,0,0,15.141,94.06,109.20100000000001,638488,668961,142414,55730
99,4,93,3408,0,3566,0,0,14.638,93.895,108.533,638488,668961,142414,55730
100,4,94,3414,4,3561,20,4,13.962,96.459,110.421,638488,664448,147327,61953
101,5,90,3417,0,3561,0,0,14.172,97.288,111.46,638488,664448,147411,62125
102,5,91,3402,3,3567,11,2,15.73,92.731,108.461,638488,650429,140699,55781
103,5,92,3409,6,3563,30,6,14.273,95.119,109.392,638488,668961,142455,55945
104,5,93,3409,6,3563,30,6,14.705,94.117,108.822,638488,668961,142455,55945
105,5,94,3417,0,3561,0,0,14.032,96.962,110.994,638488,664448,147411,62125
106,6,90,3415,2,3560,10,2,14.316,96.578,110.894,638486,664448,147473,61935
107,6,91,3401,6,3563,22,4,14.002,93.648,107.64999999999999,638486,650429,140555,55541
108,6,92,3407,6,3561,18,3,14.981,95.168,110.149,638486,668961,142497,55519
109,6,93,3407,6,3561,18,3,13.914,94.224,108.138,638486,668961,142497,55519
110,6,94,3415,2,3560,10,2,14.504,97.349,111.85300000000001,638486,664448,147473,61935
111,7,90,3416,1,3561,5,1,14.4,96.6,111.0,638483,664448,146747,60613
112,7,91,3399,3,3565,11,2,13.718,94.947,108.665,638483,650429,139972,54716
113,7,92,3407,2,3565,10,2,13.831,93.882,107.71300000000001,638483,668961,141849,55143
114,7,93,3407,2,3565,10,2,13.618,93.733,107.351,638483,668961,141849,55143
115,7,94,3416,1,3561,5,1,13.886,96.55,110.43599999999999,638483,664448,146747,60613
116,8,90,3416,1,3561,5,1,14.127,96.906,111.033,638488,664448,147356,61412
117,8,91,3403,4,3567,20,4,13.991,93.471,107.462,638488,650429,140607,56513
118,8,92,3409,4,3563,20,4,14.267,94.571,108.838,638488,668961,142392,55752
119,8,93,3409,4,3563,20,4,13.795,94.237,108.032,638488,668961,142392,55752
120,8,94,3416,1,3561,5,1,13.94,96.729,110.669,638488,664448,147356,61412
121,9,90,3415,3,3559,15,3,14.55,99.414,113.964,638492,664448,147383,61001
122,9,91,3401,2,3563,6,1,14.888,93.619,108.507,638492,650429,140458,55766
123,9,92,3407,1,3560,5,1,14.625,96.158,110.783,638492,668961,142382,55634
124,9,93,3407,1,3560,5,1,14.484,94.499,108.98299999999999,638492,668961,142382,55634
125,9,94,3415,3,3559,15,3,14.574,96.945,111.51899999999999,638492,664448,147383,61001
126,10,90,3415,0,3561,0,0,15.239,96.862,112.101,638551,664448,147000,61256
127,10,91,3403,4,3567,16,3,14.141,94.76,108.90100000000001,638551,650429,140308,56044
128,10,92,3409,3,3563,11,2,14.77,93.758,108.52799999999999,638551,668961,142077,55427
129,10,93,3409,3,3563,11,2,14.334,96.073,110.407,638551,668961,142077,55427
130,10,94,3415,0,3561,0,0,14.298,97.688,111.986,638551,664448,147000,61256
131,11,90,3416,4,3560,12,2,14.353,96.402,110.755,638486,664448,147295,62113
132,11,91,3402,5,3567,21,4,14.471,93.738,108.209,638486,650429,140548,55932
133,11,92,3409,0,3563,0,0,14.307,93.907,108.214,638486,668961,142310,55834
134,11,93,3409,0,3563,0,0,14.311,94.208,108.519,638486,668961,142310,55834
135,11,94,3416,4,3560,12,2,14.138,96.461,110.599,638486,664448,147295,62113
136,12,90,3412,1,3560,5,1,13.728,98.122,111.85,638483,664448,146551,60041
137,12,91,3400,7,3567,27,5,13.963,96.463,110.42599999999999,638483,650429,140075,55509
138,12,92,3407,3,3566,15,3,14.195,97.047,111.24199999999999,638483,668961,141852,55524
139,12,93,3407,3,3566,15,3,18.019,163.689,181.708,638483,668961,141852,55524
140,12,94,3412,1,3560,5,1,15.045,101.1,116.145,638483,664448,146551,60041
141,13,90,3414,0,3561,0,0,14.67,96.916,111.586,638483,664448,146737,60751
142,13,91,3399,0,3565,0,0,14.604,95.02,109.624,638483,650429,140093,54083
143,13,92,3405,0,3562,0,0,14.048,94.781,108.82900000000001,638483,668961,141880,55368
144,13,93,3405,0,3562,0,0,14.813,94.244,109.057,638483,668961,141880,55368
145,13,94,3414,0,3561,0,0,14.741,97.381,112.122,638483,664448,146737,60751
146,14,90,3416,3,3561,11,2,14.221,97.002,111.223,638488,664448,147466,62070
147,14,91,3403,3,3567,15,3,14.832,95.028,109.86000000000001,638488,650429,140735,56385
148,14,92,3409,1,3563,5,1,14.477,94.368,108.845,638488,668961,142518,55882
149,14,93,3409,1,3563,5,1,14.583,95.183,109.766,638488,668961,142518,55882
150,14,94,3416,3,3561,11,2,13.559,96.764,110.323,638488,664448,147466,62070
151,15,90,3417,0,3561,0,0,14.551,97.394,111.94500000000001,638473,664448,147262,61762
152,15,91,3402,0,3567,0,0,14.428,93.671,108.099,638473,650429,140576,55776
153,15,92,3409,0,3563,0,0,15.067,94.934,110.001,638473,668961,142332,55556
154,15,93,3409,0,3563,0,0,14.431,94.742,109.173,638473,668961,142332,55556
155,15,94,3417,0,3561,0,0,14.267,99.734,114.00099999999999,638473,664448,147262,61762
156,16,90,3414,4,3561,16,3,15.571,98.464,114.035,638483,664448,146862,61778
157,16,91,3400,1,3566,5,1,15.168,96.336,111.50399999999999,638483,650429,140222,56002
158,16,92,3408,1,3563,5,1,14.711,95.799,110.51,638483,668961,141965,55795
159,16,93,3408,1,3563,5,1,15.333,95.567,110.89999999999999,638483,668961,141965,55795
160,16,94,3414,4,3561,16,3,15.22,99.264,114.484,638483,664448,146862,61778
